Region,Industry,2017_c,2017_w,2018_c,2018_w,2019_c,2019_w,2020_c,2020_w,2021_c,2021_w,2022_c,2022_w,labeling,Industry Distribution
서울특별시 양천구,C,716,4579,672,4235,626,3863,555,3363,596,3301,616,3316,D,0.03628326330532213
서울특별시 양천구,D,2,270,2,266,2,268,2,266,2,282,3,289,D,0.003162202380952381
서울특별시 양천구,E,18,304,17,301,18,306,20,387,19,322,19,324,D,0.0035451680672268907
서울특별시 양천구,F,725,9598,711,10290,708,8974,462,8251,555,8409,584,8237,D,0.0901282387955182
서울특별시 양천구,G,2795,13910,2589,14119,2724,14187,2224,11721,2379,12652,2584,12958,D,0.14178483893557423
서울특별시 양천구,H,342,8376,350,8094,356,7624,331,5944,354,6926,370,5730,D,0.0626969537815126
서울특별시 양천구,I,1984,9207,1935,9599,2070,10096,1531,7543,1680,8399,1804,9152,D,0.10014005602240897
서울특별시 양천구,J,224,4665,214,4774,212,4593,204,4514,258,5161,318,4575,D,0.050059086134453784
서울특별시 양천구,K,189,2466,184,2522,177,2223,167,2102,167,2446,178,2715,D,0.02970719537815126
서울특별시 양천구,L,526,2835,491,2737,568,2865,532,2766,552,2835,569,2629,D,0.028766193977591035
서울특별시 양천구,M,543,2743,556,2867,550,2866,530,2919,605,3079,582,2678,D,0.02930234593837535
서울특별시 양천구,N,242,4648,246,5245,260,4679,222,4327,278,4792,268,5820,D,0.06368172268907563
서울특별시 양천구,P,1289,9590,1184,9456,1226,9846,1141,8686,1090,8900,1170,9816,D,0.10740546218487394
서울특별시 양천구,Q,1166,12939,1156,14016,1181,15245,1151,15592,1157,16238,1203,17489,D,0.1913624824929972
서울특별시 양천구,R,412,2385,406,2364,449,2575,272,1557,286,1812,318,1933,D,0.021150647759103643
서울특별시 양천구,S,1027,4197,1017,4300,1016,4219,851,3655,809,3888,842,3731,D,0.040824142156862746
서울특별시 강서구,A,0,0,0,0,0,0,0,0,2,8,3,9,I,3.6535463756819956e-05
서울특별시 강서구,B,0,0,1,1,1,1,0,0,0,0,0,0,I,0.0
서울특별시 강서구,C,782,6352,785,6668,801,6800,784,6743,851,6781,897,6945,I,0.028193199532346065
서울특별시 강서구,D,5,425,7,465,8,513,12,483,14,481,8,467,I,0.0018957846193816575
서울특별시 강서구,E,35,625,37,656,35,676,34,734,46,833,47,847,I,0.0034383930891140556
서울특별시 강서구,F,887,13042,952,13948,1008,15319,933,13962,1082,15831,1145,17050,I,0.0692144063393089
서울특별시 강서구,G,5108,29726,5252,32810,5596,32395,5251,29799,5532,33023,5662,33548,I,0.13618797090153287
서울특별시 강서구,H,918,47410,970,45735,1009,44671,1015,45140,1064,42551,1116,43793,I,0.1777775071447129
서울특별시 강서구,I,3244,16509,3351,17789,3736,18836,2905,14235,3110,15240,3285,16943,I,0.06878004027020006
서울특별시 강서구,J,537,10780,676,10697,734,11115,860,11456,1127,15393,1369,16525,I,0.06708317095349442
서울특별시 강서구,K,283,3960,309,3968,337,4656,332,4959,374,4765,379,4787,I,0.019432807222655234
서울특별시 강서구,L,1024,5979,1131,6356,1198,7691,1098,5793,1259,6241,1338,5934,I,0.024089049103663288
서울특별시 강서구,M,777,17225,978,22960,1086,25518,1242,25958,1546,29603,1688,32363,I,0.13137746817355156
서울특별시 강서구,N,438,17144,540,17440,636,17500,610,18174,688,21633,713,22356,I,0.09075409197194076
서울특별시 강서구,P,965,8705,969,9086,1007,8865,919,8477,925,8679,959,9018,I,0.036608534684333595
서울특별시 강서구,Q,1499,17658,1536,19327,1594,22311,1564,23306,1550,23662,1621,26058,I,0.10578234606391271
서울특별시 강서구,R,512,2619,539,2951,592,3159,426,2446,463,2707,511,3286,I,0.013339503767212263
서울특별시 강서구,S,1467,6718,1448,6717,1525,7028,1271,5793,1309,6813,1363,6407,I,0.026009190698882828
서울특별시 구로구,A,1,1,1,1,1,20,2,3,4,14,5,13,I,6.44090469938316e-05
서울특별시 구로구,B,0,0,1,1,1,1,0,0,0,0,1,1,I,4.954542076448584e-06
서울특별시 구로구,C,2346,17372,2261,15969,2282,16783,2099,15380,2124,14921,2089,14276,I,0.07073104268337999
서울특별시 구로구,D,7,102,8,104,7,127,4,101,3,91,4,99,I,0.0004904996655684099
서울특별시 구로구,E,12,188,15,375,16,431,18,492,16,351,17,368,I,0.001823271484133079
서울특별시 구로구,F,780,11442,762,11467,854,13124,736,14348,776,13905,763,13002,I,0.0644189560779845
서울특별시 구로구,G,7409,34522,7217,34797,6932,33703,6764,30765,6900,32533,6862,32595,I,0.16149329898184162
서울특별시 구로구,H,256,5028,248,4511,270,4596,224,5483,242,5491,231,5585,I,0.027671117496965342
서울특별시 구로구,I,2617,11728,2631,12293,2515,11841,1967,9336,2031,9150,2151,10388,I,0.05146778309014789
서울특별시 구로구,J,1845,29401,1837,29477,1907,29864,1874,29968,2047,33920,2298,35245,I,0.17462283548443036
서울특별시 구로구,K,403,8309,410,8203,434,8354,387,7739,406,8559,414,8701,I,0.04310947060717913
서울특별시 구로구,L,603,3619,663,3625,812,3733,855,3439,907,4782,934,4371,I,0.02165630341615676
서울특별시 구로구,M,1181,15175,1230,15782,1308,15211,1365,15736,1501,17976,1509,17902,I,0.08869621225258255
서울특별시 구로구,N,540,23821,542,25160,604,29804,549,24502,576,25550,581,27361,I,0.1355612257537097
서울특별시 구로구,P,655,6330,660,6734,742,7359,619,6285,648,6911,622,6928,I,0.03432506750563579
서울특별시 구로구,Q,1093,13638,1089,14628,1108,15741,1113,16820,1137,17377,1175,19190,I,0.09507766244704834
서울특별시 구로구,R,369,1709,393,1926,440,2183,293,1631,278,1560,304,1647,I,0.008160130799910818
서울특별시 구로구,S,962,5344,945,5247,972,5596,852,4632,825,4332,835,4163,I,0.020625758664255457
서울특별시 금천구,A,1,4,2,8,0,0,1,1,1,2,1,2,I,8.838841404668676e-06
서울특별시 금천구,B,2,3,0,0,0,0,0,0,0,0,0,0,I,0.0
서울특별시 금천구,C,4129,38595,4104,38874,4147,38492,3983,35339,4085,35013,4215,35988,I,0.15904611223560816
서울특별시 금천구,D,4,12,3,7,6,84,4,77,5,87,5,102,I,0.0004507809116381025
서울특별시 금천구,E,18,217,18,189,21,211,19,227,17,267,18,273,I,0.0012065018517372743
서울특별시 금천구,F,950,15683,942,17663,975,16385,869,14208,977,15204,1032,13890,I,0.06138575355542396
서울특별시 금천구,G,5945,38293,5833,38460,6053,37694,5870,35726,5964,34335,6247,34424,I,0.15213413825715724
서울특별시 금천구,H,373,6342,387,6628,407,6499,362,5089,393,5232,423,5688,I,0.025137664954877716
서울특별시 금천구,I,1832,8226,1820,8863,1898,8627,1470,6609,1574,6795,1700,7324,I,0.03236783722389669
서울특별시 금천구,J,2184,35955,2303,37864,2539,39503,2702,39533,3127,42644,3713,45739,I,0.20213988350407028
서울특별시 금천구,K,205,2479,205,2445,226,2403,226,2630,256,2577,282,2616,I,0.011561204557306628
서울특별시 금천구,L,463,2532,493,2550,647,2771,661,3378,752,3639,1048,3916,I,0.017306451470341266
서울특별시 금천구,M,1690,25791,1875,27656,2097,31222,2196,29622,2460,32105,2809,32959,I,0.14565968692823744
서울특별시 금천구,N,507,20823,551,20356,637,23850,623,22634,738,24947,832,24894,I,0.11001705896391101
서울특별시 금천구,P,391,3337,406,4174,417,4201,370,3884,388,4210,418,4565,I,0.020174655506156252
서울특별시 금천구,Q,666,7045,662,6992,687,7792,686,8622,689,8633,709,9407,I,0.04157349054685912
서울특별시 금천구,R,209,990,200,1031,225,1112,160,765,174,868,193,917,I,0.004052608784040588
서울특별시 금천구,S,804,3707,775,3971,821,4248,756,4278,729,3912,760,3570,I,0.015777331907333585
서울특별시 영등포구,A,0,0,0,0,0,0,0,0,3,5,3,6,I,1.67370552824936e-05
서울특별시 영등포구,B,2,19,3,13,2,4,2,4,2,5,0,0,I,0.0
서울특별시 영등포구,C,2102,11704,1950,11297,1898,11092,1699,9798,1653,9610,1640,9740,I,0.027169819741914607
서울특별시 영등포구,D,9,761,11,781,11,774,13,772,14,858,10,835,I,0.002329240193480359
서울특별시 영등포구,E,18,520,16,331,22,350,20,301,21,375,22,349,I,0.0009735387155983777
서울특별시 영등포구,F,1054,23284,989,22909,1015,21158,897,20891,961,25120,980,18201,I,0.05077185719944433
서울특별시 영등포구,G,6548,46382,6088,46897,6367,47490,5906,45311,6392,47123,6245,45387,I,0.12660745468442283
서울특별시 영등포구,H,509,8722,521,7846,528,7169,497,7090,548,6676,558,8199,I,0.022871186043527503
서울특별시 영등포구,I,4323,22171,4174,23327,4478,23928,3542,18554,3654,19486,3698,20154,I,0.05621976869389599
서울특별시 영등포구,J,1492,28234,1432,30406,1358,29792,1474,29213,1982,38082,2392,40573,I,0.11317875732943546
서울특별시 영등포구,K,1044,53966,1116,56549,1224,58846,1447,59210,1628,64435,1604,69137,I,0.19285829851095998
서울특별시 영등포구,L,968,10160,969,7696,1120,9042,1104,8397,1143,8433,1275,7261,I,0.020254626401031
서울특별시 영등포구,M,1885,30793,1935,32057,2030,35323,2176,32514,2604,39995,2901,41258,I,0.11508957114085348
서울특별시 영등포구,N,887,58164,869,61485,888,62007,827,60972,958,61393,967,59650,I,0.16639422460012385
서울특별시 영등포구,P,713,5476,676,5260,668,5363,667,5122,707,5102,707,5203,I,0.014513816439135699
서울특별시 영등포구,Q,1143,15901,1149,16971,1159,17376,1184,17830,1194,18676,1226,20380,I,0.05685019777620325
서울특별시 영등포구,R,434,2847,459,2926,512,3005,346,2638,344,2497,373,2907,I,0.008109103284368148
서울특별시 영등포구,S,1340,10067,1330,10063,1353,9941,1153,8938,1168,9018,1196,9246,I,0.025791802190322635
서울특별시 동작구,A,0,0,0,0,0,0,1,1,2,3,2,6,D,7.639419404125286e-05
서울특별시 동작구,B,1,2,0,0,0,0,0,0,0,0,0,0,D,0.0
서울특별시 동작구,C,310,1724,279,1573,273,1622,236,1338,247,1149,248,1183,D,0.015062388591800356
서울특별시 동작구,D,3,142,3,147,2,117,2,148,2,140,2,140,D,0.0017825311942959
서울특별시 동작구,E,12,232,11,238,11,261,13,243,18,270,14,268,D,0.0034122740005092947
서울특별시 동작구,F,376,4681,369,7284,415,5764,290,3838,290,3616,284,3928,D,0.050012732365673544
서울특별시 동작구,G,2013,11207,1980,11147,1949,10740,1766,9317,1714,8301,1714,8660,D,0.11026228673287497
서울특별시 동작구,H,109,1281,111,1094,104,1393,76,1109,75,1120,77,1246,D,0.015864527629233512
서울특별시 동작구,I,2347,10170,2254,10282,2381,10704,1722,7362,1716,7354,1800,8189,D,0.10426534250063661
서울특별시 동작구,J,184,3880,168,4091,177,3910,175,4392,226,4919,273,4373,D,0.055678635090399796
서울특별시 동작구,K,189,3547,182,3631,168,3273,169,3706,163,3427,161,3264,D,0.04155844155844156
서울특별시 동작구,L,511,4540,529,4954,544,4792,491,4226,517,2821,514,2846,D,0.03623631270690094
서울특별시 동작구,M,306,6511,311,5936,340,6301,336,6212,379,7099,378,6961,D,0.08862999745352687
서울특별시 동작구,N,209,13645,190,10852,209,6856,169,5897,189,8022,181,7098,D,0.09037433155080214
서울특별시 동작구,P,697,12233,714,12478,712,10897,626,9084,604,9780,632,10360,D,0.1319073083778966
서울특별시 동작구,Q,946,12286,941,13022,979,13669,988,13861,985,15234,1005,15533,D,0.19777183600713014
서울특별시 동작구,R,399,1902,362,1966,377,2107,263,1247,252,1214,274,1516,D,0.01930226636108989
서울특별시 동작구,S,825,3259,796,3330,825,3534,671,2923,655,2895,659,2969,D,0.037802393684746624
서울특별시 관악구,A,0,0,0,0,0,0,1,12,2,18,2,17,D,0.00021421640897692764
서울특별시 관악구,B,1,5,0,0,0,0,0,0,0,0,0,0,D,0.0
서울특별시 관악구,C,734,4603,661,4133,632,3715,580,3198,611,3255,552,2946,D,0.03712244357917816
서울특별시 관악구,D,0,0,0,0,1,4,0,0,0,0,0,0,D,0.0
서울특별시 관악구,E,11,170,10,182,8,169,8,170,11,248,10,201,D,0.0025327940120213207
서울특별시 관악구,F,462,8244,458,7526,510,7803,390,8399,441,8817,448,6978,D,0.08792953540241183
서울특별시 관악구,G,2378,12741,2226,11570,2351,11866,2046,9470,2060,9841,2017,9594,D,0.1208936604543908
서울특별시 관악구,H,102,2610,99,2423,108,2166,80,1871,90,1875,86,1760,D,0.02217769881172898
서울특별시 관악구,I,2953,13486,2749,13517,3104,14265,2133,9750,2300,10671,2426,11589,D,0.14603258609609496
서울특별시 관악구,J,234,2784,214,2796,201,2781,214,2561,281,3308,366,3719,D,0.046862989705011404
서울특별시 관악구,K,163,2163,152,1832,151,1949,138,1658,156,1668,157,1651,D,0.020804193601229853
서울특별시 관악구,L,595,3017,598,3031,682,3333,510,2436,602,2880,580,2735,D,0.034463639914817476
서울특별시 관악구,M,448,4574,459,4420,503,4807,501,4940,569,5762,582,5344,D,0.0673395582101589
서울특별시 관악구,N,239,6926,234,6125,272,5551,219,5127,236,5112,225,7060,D,0.08896281455159465
서울특별시 관악구,P,699,5667,655,5380,687,5592,567,4829,612,5495,625,5670,D,0.07144747287642234
서울특별시 관악구,Q,1136,11189,1139,12637,1134,13183,1111,14123,1143,15211,1189,15043,D,0.18955632001411307
서울특별시 관악구,R,450,2229,464,2287,478,2522,323,1765,347,1758,372,1908,D,0.024042641666351644
서울특별시 관악구,S,1098,4105,1051,4013,1091,4059,890,3519,868,3485,865,3144,D,0.03961743469549767
서울특별시 서초구,A,4,29,3,37,3,39,5,50,10,65,10,72,I,0.0001657115238555548
서울특별시 서초구,B,2,5,4,30,4,30,2,32,1,4,1,4,I,9.206195769753044e-06
서울특별시 서초구,C,694,5225,684,4968,730,5630,613,5288,805,5796,816,5734,I,0.013197081635940989
서울특별시 서초구,D,13,146,13,150,18,224,16,223,17,197,15,223,I,0.0005132454141637322
서울특별시 서초구,E,13,280,14,273,15,299,19,352,24,377,29,443,I,0.0010195861815001496
서울특별시 서초구,F,1550,68007,1399,61077,1378,62415,1275,66134,1484,61481,1474,68392,I,0.15740753527123755
서울특별시 서초구,G,7939,63194,7634,62491,7646,61609,7376,58834,7758,60283,7695,57991,I,0.1334691247209372
서울특별시 서초구,H,428,7947,451,8058,481,9084,445,10106,496,9107,492,9006,I,0.020727749775598978
서울특별시 서초구,I,4972,28930,4854,30887,4845,28761,3946,23058,3987,22404,3957,23230,I,0.0534649819328408
서울특별시 서초구,J,1906,28871,1839,29615,1935,31546,1998,32325,2678,40692,3204,43835,I,0.10088839789178117
서울특별시 서초구,K,849,18157,851,18452,903,17695,870,17929,990,18118,1051,18728,I,0.043103408593983754
서울특별시 서초구,L,2083,13871,2090,13123,2263,14742,2315,13798,2497,14554,2588,12283,I,0.02826992565996916
서울특별시 서초구,M,5322,63484,5576,67066,5784,68183,6118,70672,6792,76455,7028,77813,I,0.1790904278579484
서울특별시 서초구,N,1050,55622,1000,56213,1093,52892,1013,48830,1152,55333,1179,57412,I,0.13213652788326544
서울특별시 서초구,P,1624,15993,1609,16182,1634,16946,1497,16747,1514,18938,1498,19127,I,0.044021726622016616
서울특별시 서초구,Q,1568,19060,1540,20117,1535,20475,1518,21504,1605,23147,1704,25153,I,0.057890860549149575
서울특별시 서초구,R,715,4471,681,4900,739,6119,574,5053,602,4536,607,4779,I,0.010999102395912449
서울특별시 서초구,S,1716,10970,1692,10626,1704,10647,1492,9610,1446,9732,1481,10265,I,0.02362539989412875
서울특별시 강남구,A,1,2,4,46,5,36,7,74,6,102,10,120,I,0.00016471909217817665
서울특별시 강남구,B,3,10,6,14,3,3,2,8,5,14,6,20,I,2.745318202969611e-05
서울특별시 강남구,C,1166,15119,1101,14542,1204,16324,1175,15741,1536,17236,1651,16742,I,0.022981058677058613
서울특별시 강남구,D,25,1052,39,1222,35,1144,32,979,29,1177,28,1170,I,0.0016060111487372223
서울특별시 강남구,E,21,725,19,696,20,693,23,582,23,846,26,818,I,0.0011228351450145709
서울특별시 강남구,F,1826,55646,1695,49200,1622,46642,1486,48055,1808,54117,1781,56467,I,0.07750994148354251
서울특별시 강남구,G,12963,129770,12204,132242,12424,139602,12078,129601,12595,138920,12686,131853,I,0.18098922050807603
서울특별시 강남구,H,640,8879,640,8917,680,8986,637,8032,688,8686,663,8608,I,0.011815849545581205
서울특별시 강남구,I,8983,53967,8598,55341,9122,56730,7460,46197,7684,44488,7756,47050,I,0.06458361072486009
서울특별시 강남구,J,4173,57496,3974,57885,3737,57949,3866,61723,5080,88596,6556,101317,I,0.139073702185136
서울특별시 강남구,K,1785,35780,1768,35026,1820,32407,1873,32436,1973,32962,2137,31433,I,0.043146793536971886
서울특별시 강남구,L,4040,27805,3988,27409,4227,28866,4190,28051,3725,24751,4116,24889,I,0.03416411237685532
서울특별시 강남구,M,7486,101846,7649,106289,7626,111024,8063,111467,9427,123286,10163,128315,I,0.1761327526070228
서울특별시 강남구,N,1811,80938,1714,86539,1716,85644,1617,81872,1940,85157,1989,82400,I,0.11310710996234796
서울특별시 강남구,P,2650,23529,2525,23392,2682,24278,2455,23406,2499,23940,2613,24368,I,0.03344895698498174
서울특별시 강남구,Q,2949,38963,2919,40966,2866,41445,2901,43878,3110,45576,3136,47419,I,0.06509012193330799
서울특별시 강남구,R,1130,7566,1113,8278,1201,8230,897,6782,988,7236,1077,7703,I,0.010573593058737455
서울특별시 강남구,S,3011,20560,2897,20437,2841,19555,2298,17803,2329,16915,2393,17821,I,0.024462157847560718
서울특별시 송파구,A,9,315,7,273,6,276,7,128,13,179,18,64,I,0.0001860789672617317
서울특별시 송파구,B,2,5,1,5,1,6,0,0,1,12,2,7,I,2.0352387044251904e-05
서울특별시 송파구,C,941,8046,972,8452,988,8571,899,8129,1023,7966,1065,8469,I,0.02462348083968134
서울특별시 송파구,D,9,25,9,29,10,26,12,23,15,36,12,30,I,8.722451590393674e-05
서울특별시 송파구,E,21,580,18,554,20,703,21,496,28,784,26,606,I,0.001761935221259522
서울특별시 송파구,F,1630,45017,1608,46152,1620,42336,1430,54254,1669,58668,1723,60247,I,0.1751671803221492
서울특별시 송파구,G,9277,53581,8997,55108,9294,58584,8648,59351,9207,65896,9410,64850,I,0.18855032854567658
서울특별시 송파구,H,255,9626,288,10322,315,9289,287,9938,327,9437,352,10192,I,0.029633075536430773
서울특별시 송파구,I,4626,24874,4741,26867,5007,26811,3833,20821,4026,21059,4304,23622,I,0.06868058382275978
서울특별시 송파구,J,650,23105,741,26455,803,27357,870,27947,1237,32108,1518,34697,I,0.10088096761062976
서울특별시 송파구,K,492,8729,495,8381,506,9007,478,9098,502,8848,554,8686,I,0.02525440483805315
서울특별시 송파구,L,1445,12084,1473,12283,1561,12600,1400,12324,1547,11698,1643,12622,I,0.03669826132464965
서울특별시 송파구,M,1824,25052,2065,27209,2304,30369,2423,31301,2943,38146,3240,40973,I,0.11912833633773333
서울특별시 송파구,N,656,30883,680,29561,728,27390,659,25799,764,22873,794,23636,I,0.06872128859684828
서울특별시 송파구,P,1381,11837,1369,11980,1444,13036,1279,10634,1236,11171,1278,11450,I,0.03329069023666919
서울특별시 송파구,Q,1720,23954,1739,25367,1800,27630,1811,28497,1825,28432,1901,29588,I,0.08602663255218934
서울특별시 송파구,R,790,7107,844,7899,865,7152,562,5772,602,5739,695,6644,I,0.01931732278885852
서울특별시 송파구,S,1881,8449,1857,8447,1863,8614,1533,7394,1460,7070,1542,7557,I,0.021971855556201663
서울특별시 강동구,A,4,48,3,40,0,0,2,11,5,19,5,135,D,0.0011554855607100673
서울특별시 강동구,B,0,0,0,0,0,0,0,0,1,3,1,1,D,8.559152301556053e-06
서울특별시 강동구,C,913,5579,814,4385,739,4087,623,3381,643,3087,629,3143,D,0.02690141568379068
서울특별시 강동구,D,3,94,2,89,1,4,3,7,6,25,6,46,D,0.0003937210058715785
