Region,Industry,2017_c,2017_w,2018_c,2018_w,2019_c,2019_w,2020_c,2020_w,2021_c,2021_w,2022_c,2022_w,GRDP,Factor_Income
함평군,N,176,141,162,101,177,141,176,141,162,101,177,141,32169,28176
함평군,P,176,158,213,214,181,202,176,158,213,214,181,202,57792,48860
함평군,Q,1171,1183,1281,1357,1468,1669,1171,1183,1281,1357,1468,1669,34520,28205
함평군,R,269,272,314,265,252,308,269,272,314,265,252,308,33271,26087
함평군,S,267,308,303,348,252,281,267,308,303,348,252,281,,
영광군,A,293,288,296,320,281,324,293,288,296,320,281,324,218677,181216
영광군,B,65,83,56,76,34,39,65,83,56,76,34,39,6134,5097
영광군,C,1613,1699,2588,2820,3055,2594,1613,1699,2588,2820,3055,2594,133270,98232
영광군,D,1670,1672,1743,1757,1859,1839,1670,1672,1743,1757,1859,1839,520081,203767
영광군,E,31,30,32,21,31,35,31,30,32,21,31,35,,
영광군,F,1473,1492,1523,1538,1643,1465,1473,1492,1523,1538,1643,1465,142578,134827
영광군,G,1217,1391,1669,1297,1381,1315,1217,1391,1669,1297,1381,1315,48133,43684
영광군,H,302,320,312,219,233,228,302,320,312,219,233,228,9915,6333
영광군,I,952,990,1129,940,945,941,952,990,1129,940,945,941,22195,20260
영광군,J,70,63,69,56,65,62,70,63,69,56,65,62,20579,12033
영광군,K,498,509,483,421,441,413,498,509,483,421,441,413,47740,42533
영광군,L,73,60,80,122,100,100,73,60,80,122,100,100,70431,39380
영광군,M,439,457,402,353,475,506,439,457,402,353,475,506,,
영광군,N,1195,1112,1012,809,750,735,1195,1112,1012,809,750,735,36229,33840
영광군,P,399,403,414,361,356,311,399,403,414,361,356,311,86680,73525
영광군,Q,1865,2077,2184,2197,2248,2349,1865,2077,2184,2197,2248,2349,87975,78332
영광군,R,183,228,223,174,211,188,183,228,223,174,211,188,42335,31011
영광군,S,410,390,392,390,386,321,410,390,392,390,386,321,,
장성군,A,122,171,169,192,244,237,122,171,169,192,244,237,167724,144679
장성군,B,30,4,30,31,26,27,30,4,30,31,26,27,5909,4911
장성군,C,5354,5763,5737,5390,6088,6243,5354,5763,5737,5390,6088,6243,571560,408022
장성군,D,34,50,43,10,41,41,34,50,43,10,41,41,8194,1176
장성군,E,89,149,118,132,162,167,89,149,118,132,162,167,,
장성군,F,1635,1476,1992,2200,3829,3242,1635,1476,1992,2200,3829,3242,87749,82935
장성군,G,1157,1397,1406,1397,1646,1733,1157,1397,1406,1397,1646,1733,64029,56660
장성군,H,635,514,630,598,908,885,635,514,630,598,908,885,65637,38086
장성군,I,676,732,892,666,618,759,676,732,892,666,618,759,19767,18630
장성군,J,64,83,74,62,86,63,64,83,74,62,86,63,32179,21708
장성군,K,265,251,246,306,347,333,265,251,246,306,347,333,43114,38418
장성군,L,61,53,79,48,77,97,61,53,79,48,77,97,60822,14492
장성군,M,233,238,263,250,407,334,233,238,263,250,407,334,,
장성군,N,294,475,295,222,381,271,294,475,295,222,381,271,61496,51701
장성군,P,223,188,187,175,178,185,223,188,187,175,178,185,72247,62181
장성군,Q,1342,1433,1626,1825,1685,1314,1342,1433,1626,1825,1685,1314,47490,43554
장성군,R,339,383,448,336,319,231,339,383,448,336,319,231,98265,77707
장성군,S,513,535,532,557,514,576,513,535,532,557,514,576,,
완도군,A,118,131,155,156,247,305,118,131,155,156,247,305,227772,187936
완도군,B,84,79,120,100,120,96,84,79,120,100,120,96,9990,8302
완도군,C,1481,1612,1567,1418,1388,1351,1481,1612,1567,1418,1388,1351,58487,45709
완도군,D,80,81,87,82,66,63,80,81,87,82,66,63,5959,-5672
완도군,E,97,106,135,122,127,140,97,106,135,122,127,140,,
완도군,F,1151,1217,1364,1027,1385,1285,1151,1217,1364,1027,1385,1285,95455,90227
완도군,G,1701,1628,1956,1471,1601,1732,1701,1628,1956,1471,1601,1732,85829,81289
완도군,H,493,524,571,509,537,469,493,524,571,509,537,469,37231,28913
완도군,I,979,900,1128,724,737,764,979,900,1128,724,737,764,22235,16766
완도군,J,53,58,61,58,57,42,53,58,61,58,57,42,22182,14225
완도군,K,535,576,514,648,735,728,535,576,514,648,735,728,82888,74470
완도군,L,32,42,39,41,48,49,32,42,39,41,48,49,22387,12658
완도군,M,133,150,177,129,188,170,133,150,177,129,188,170,,
완도군,N,102,99,136,124,116,85,102,99,136,124,116,85,11196,10104
완도군,P,132,142,137,131,134,89,132,142,137,131,134,89,86289,75077
완도군,Q,1369,1158,1191,1153,1295,1387,1369,1158,1191,1153,1295,1387,39004,34918
완도군,R,122,138,166,131,151,193,122,138,166,131,151,193,22076,18676
완도군,S,372,366,419,383,336,377,372,366,419,383,336,377,,
진도군,A,229,189,187,159,142,154,229,189,187,159,142,154,319847,278313
진도군,B,18,18,16,39,40,38,18,18,16,39,40,38,4757,3953
진도군,C,616,602,570,524,488,406,616,602,570,524,488,406,32165,25241
진도군,D,111,115,140,138,148,121,111,115,140,138,148,121,3359,-8197
진도군,E,66,70,72,83,74,73,66,70,72,83,74,73,,
진도군,F,821,856,749,730,883,794,821,856,749,730,883,794,64020,60548
진도군,G,1013,1077,1144,1015,783,835,1013,1077,1144,1015,783,835,33033,30043
진도군,H,155,160,140,140,134,152,155,160,140,140,134,152,7705,5345
진도군,I,598,607,821,589,599,657,598,607,821,589,599,657,24487,15480
진도군,J,27,47,42,51,38,35,27,47,42,51,38,35,10242,5485
진도군,K,299,320,309,295,303,300,299,320,309,295,303,300,30417,27280
진도군,L,5,14,17,13,30,28,5,14,17,13,30,28,14320,7932
진도군,M,80,76,61,94,73,94,80,76,61,94,73,94,,
진도군,N,29,50,76,36,46,65,29,50,76,36,46,65,8584,7791
진도군,P,201,216,203,181,184,200,201,216,203,181,184,200,50955,44161
진도군,Q,743,730,767,1083,828,922,743,730,767,1083,828,922,24807,22831
진도군,R,117,131,167,110,144,114,117,131,167,110,144,114,33681,27025
진도군,S,284,311,335,287,278,277,284,311,335,287,278,277,,
신안군,A,43,35,46,52,181,182,43,35,46,52,181,182,348783,298441
신안군,B,410,275,241,250,377,202,410,275,241,250,377,202,47574,39534
신안군,C,793,746,711,696,647,734,793,746,711,696,647,734,43221,33246
신안군,D,162,144,172,145,167,143,162,144,172,145,167,143,12803,-6458
신안군,E,18,17,24,14,16,15,18,17,24,14,16,15,,
신안군,F,669,890,620,674,1677,1418,669,890,620,674,1677,1418,146307,138190
신안군,G,425,506,575,565,812,724,425,506,575,565,812,724,34728,31548
신안군,H,235,198,252,291,352,408,235,198,252,291,352,408,28453,22099
신안군,I,404,442,582,539,501,591,404,442,582,539,501,591,14966,13490
신안군,J,73,68,58,67,64,79,73,68,58,67,64,79,11823,5785
신안군,K,263,256,240,234,224,248,263,256,240,234,224,248,38251,33780
신안군,L,5,4,10,6,12,29,5,4,10,6,12,29,17021,9467
신안군,M,41,104,124,120,226,251,41,104,124,120,226,251,,
신안군,N,63,44,62,55,127,74,63,44,62,55,127,74,36256,32528
신안군,P,25,36,31,31,42,22,25,36,31,31,42,22,58974,51218
신안군,Q,645,768,821,877,1031,1103,645,768,821,877,1031,1103,28019,23211
신안군,R,70,74,103,86,104,126,70,74,103,86,104,126,16164,13232
신안군,S,212,231,240,207,313,312,212,231,240,207,313,312,,
포항시,A,132,223,205,204,236,237,132,223,205,204,236,237,275590,238177
포항시,B,76,64,60,37,44,39,76,64,60,37,44,39,4630,3771
포항시,C,38132,39196,39789,38987,40537,41119,38132,39196,39789,38987,40537,41119,10571254,7009728
포항시,D,317,320,333,339,321,357,317,320,333,339,321,357,192423,56065
포항시,E,1304,1525,1563,1753,2270,1949,1304,1525,1563,1753,2270,1949,,
포항시,F,16083,17708,17895,14801,16338,17373,16083,17708,17895,14801,16338,17373,1389376,1314696
포항시,G,17033,17280,18531,14137,15786,15592,17033,17280,18531,14137,15786,15592,693521,626532
포항시,H,7719,7510,8280,6954,9191,7833,7719,7510,8280,6954,9191,7833,868436,544583
포항시,I,14686,15205,16598,10860,12190,13426,14686,15205,16598,10860,12190,13426,367259,331814
포항시,J,1745,1848,1870,1716,1867,1953,1745,1848,1870,1716,1867,1953,301062,188046
포항시,K,5797,5794,5733,5373,5504,5312,5797,5794,5733,5373,5504,5312,875012,795503
포항시,L,2361,2412,2493,2071,2572,2864,2361,2412,2493,2071,2572,2864,1024298,595167
포항시,M,6240,8991,8881,7713,8931,8165,6240,8991,8881,7713,8931,8165,,
포항시,N,9725,10092,10873,9094,10344,11237,9725,10092,10873,9094,10344,11237,1781892,1613728
포항시,P,9219,9213,9897,8815,9110,8936,9219,9213,9897,8815,9110,8936,969298,827423
포항시,Q,17893,18782,19638,20983,22685,24023,17893,18782,19638,20983,22685,24023,912332,789466
포항시,R,1746,2290,2311,1516,1537,1754,1746,2290,2311,1516,1537,1754,568110,424444
포항시,S,5993,6154,6293,4954,5252,5369,5993,6154,6293,4954,5252,5369,,
경주시,A,309,356,403,264,372,366,309,356,403,264,372,366,362080,313654
경주시,B,55,53,38,44,66,54,55,53,38,44,66,54,7028,5732
경주시,C,41318,41069,40662,37385,36689,39738,41318,41069,40662,37385,36689,39738,4848555,3215045
경주시,D,3295,3352,1975,1919,1873,1897,3295,3352,1975,1919,1873,1897,533112,162755
경주시,E,1081,1235,1172,1134,1303,1453,1081,1235,1172,1134,1303,1453,,
경주시,F,5709,5631,5443,4621,5343,5137,5709,5631,5443,4621,5343,5137,494329,467602
경주시,G,8102,7835,8337,6910,6964,7138,8102,7835,8337,6910,6964,7138,313037,282803
경주시,H,2710,2860,2886,2665,2526,2376,2710,2860,2886,2665,2526,2376,198815,112411
경주시,I,9789,10360,10765,7536,7762,9950,9789,10360,10765,7536,7762,9950,303344,248471
경주시,J,362,436,459,412,510,571,362,436,459,412,510,571,171763,110876
경주시,K,2354,2523,2401,1880,2131,2208,2354,2523,2401,1880,2131,2208,298226,268455
경주시,L,1006,1013,1009,838,939,990,1006,1013,1009,838,939,990,385986,220878
경주시,M,1796,1815,3328,3562,3812,4068,1796,1815,3328,3562,3812,4068,,
경주시,N,3040,2961,3813,3243,3249,3244,3040,2961,3813,3243,3249,3244,847720,769238
경주시,P,4347,4332,4202,4005,3965,3677,4347,4332,4202,4005,3965,3677,481794,412327
경주시,Q,8643,8849,9642,9915,10977,11573,8643,8849,9642,9915,10977,11573,383455,328872
경주시,R,2092,2305,2552,1831,1883,2040,2092,2305,2552,1831,1883,2040,401487,304227
경주시,S,2782,2796,2903,2347,2190,2391,2782,2796,2903,2347,2190,2391,,
김천시,A,267,265,265,339,341,386,267,265,265,339,341,386,384016,334650
김천시,B,77,97,72,104,103,147,77,97,72,104,103,147,17681,14278
김천시,C,12436,12912,13453,12986,12834,14039,12436,12912,13453,12986,12834,14039,1931121,1280513
김천시,D,101,111,108,122,111,111,101,111,108,122,111,111,32775,10097
김천시,E,347,410,432,432,472,558,347,410,432,432,472,558,,
김천시,F,3230,3174,3434,3095,3119,4029,3230,3174,3434,3095,3119,4029,212614,201101
김천시,G,3882,3867,4314,3344,3406,4277,3882,3867,4314,3344,3406,4277,148939,134545
김천시,H,2694,2843,2775,2569,2579,2732,2694,2843,2775,2569,2579,2732,241347,122679
김천시,I,3363,3482,3641,2304,2705,3379,3363,3482,3641,2304,2705,3379,77060,70639
김천시,J,149,160,268,217,259,414,149,160,268,217,259,414,123988,85238
김천시,K,1230,1256,1145,1123,1152,1158,1230,1256,1145,1123,1152,1158,162296,147821
김천시,L,635,708,697,719,636,701,635,708,697,719,636,701,144189,84664
김천시,M,3504,3592,3846,3541,3637,3527,3504,3592,3846,3541,3637,3527,,
김천시,N,1209,1259,1666,1290,1302,1354,1209,1259,1666,1290,1302,1354,609297,568981
김천시,P,1817,1915,2036,1798,1761,1965,1817,1915,2036,1798,1761,1965,255939,220245
김천시,Q,5331,6210,7271,6276,6181,6889,5331,6210,7271,6276,6181,6889,215149,163654
김천시,R,307,373,426,277,307,387,307,373,426,277,307,387,185209,142268
김천시,S,1117,1213,1216,1031,989,1209,1117,1213,1216,1031,989,1209,,
안동시,A,238,225,235,251,306,303,238,225,235,251,306,303,523206,446008
안동시,B,111,114,133,94,73,99,111,114,133,94,73,99,11541,9313
안동시,C,3586,3762,4080,4051,4139,4224,3586,3762,4080,4051,4139,4224,555874,368596
안동시,D,352,358,555,457,550,555,352,358,555,457,550,555,44513,12409
안동시,E,270,276,293,278,319,322,270,276,293,278,319,322,,
안동시,F,4465,4361,4586,3417,3534,3598,4465,4361,4586,3417,3534,3598,225379,213101
안동시,G,6023,6152,6540,5112,5078,5542,6023,6152,6540,5112,5078,5542,226254,204383
안동시,H,1189,1283,1432,1612,1691,1229,1189,1283,1432,1612,1691,1229,91663,54272
안동시,I,3723,4451,4555,2990,3229,3540,3723,4451,4555,2990,3229,3540,104142,93478
안동시,J,749,686,562,573,638,704,749,686,562,573,638,704,97013,60111
안동시,K,2051,2091,2217,1968,2033,2057,2051,2091,2217,1968,2033,2057,243270,219442
안동시,L,1067,1015,992,894,932,977,1067,1015,992,894,932,977,164955,95927
안동시,M,1487,1332,1547,1788,1857,1861,1487,1332,1547,1788,1857,1861,,
안동시,N,825,765,876,722,722,910,825,765,876,722,722,910,272334,242973
안동시,P,2771,2745,2990,2675,2622,2592,2771,2745,2990,2675,2622,2592,390858,333571
안동시,Q,7210,7590,8257,8570,9093,9432,7210,7590,8257,8570,9093,9432,432430,360435
안동시,R,832,1048,935,605,867,865,832,1048,935,605,867,865,136564,87943
안동시,S,1692,1815,1947,1682,1728,1760,1692,1815,1947,1682,1728,1760,,
구미시,A,247,246,295,295,268,447,247,246,295,295,268,447,240656,207263
구미시,B,65,47,40,35,19,26,65,47,40,35,19,26,2471,2004
구미시,C,93895,87930,84413,81576,82844,85965,93895,87930,84413,81576,82844,85965,17608896,11676341
구미시,D,428,452,462,499,439,434,428,452,462,499,439,434,208499,59887
구미시,E,768,768,834,899,835,798,768,768,834,899,835,798,,
구미시,F,9119,9366,8963,8833,7645,8041,9119,9366,8963,8833,7645,8041,574451,543654
구미시,G,13036,12705,13822,11020,11171,10994,13036,12705,13822,11020,11171,10994,525070,474312
구미시,H,3964,3814,3447,3488,2996,2948,3964,3814,3447,3488,2996,2948,255268,155241
구미시,I,10770,11131,11713,8452,8527,9714,10770,11131,11713,8452,8527,9714,258035,239481
구미시,J,1006,923,933,763,798,967,1006,923,933,763,798,967,224487,137772
구미시,K,4681,4679,4427,4299,4325,4490,4681,4679,4427,4299,4325,4490,832937,737596
구미시,L,3450,3307,3375,3620,4819,4601,3450,3307,3375,3620,4819,4601,978868,574856
구미시,M,2727,2859,2936,3309,3408,3746,2727,2859,2936,3309,3408,3746,,
구미시,N,7820,7223,6994,7291,5426,6268,7820,7223,6994,7291,5426,6268,597069,543888
구미시,P,5543,5325,5777,5462,5557,5570,5543,5325,5777,5462,5557,5570,777922,669476
구미시,Q,11724,12854,13303,13335,13975,14100,11724,12854,13303,13335,13975,14100,552472,481622
구미시,R,1625,1562,1928,1150,1185,1320,1625,1562,1928,1150,1185,1320,330899,230455
구미시,S,3879,3910,4177,3184,2956,3216,3879,3910,4177,3184,2956,3216,,
영주시,A,61,74,74,103,98,129,61,74,74,103,98,129,415335,362320
영주시,B,134,154,121,117,130,147,134,154,121,117,130,147,11218,9052
영주시,C,5332,5474,5729,5241,5383,5641,5332,5474,5729,5241,5383,5641,1231881,816852
영주시,D,129,143,126,130,132,130,129,143,126,130,132,130,23866,7352
영주시,E,137,160,195,166,176,197,137,160,195,166,176,197,,
영주시,F,2700,2736,2738,2088,2059,2246,2700,2736,2738,2088,2059,2246,161815,153017
영주시,G,4286,3963,4099,3136,3117,3231,4286,3963,4099,3136,3117,3231,123304,111403
영주시,H,1728,1579,1634,1423,1491,1451,1728,1579,1634,1423,1491,1451,75148,42203
영주시,I,3329,3344,3362,2006,2105,2739,3329,3344,3362,2006,2105,2739,61961,55729
영주시,J,268,282,287,234,242,213,268,282,287,234,242,213,35556,18337
영주시,K,1326,1432,1300,1170,1187,1166,1326,1432,1300,1170,1187,1166,122337,110737
영주시,L,485,472,450,390,373,369,485,472,450,390,373,369,90383,52600
영주시,M,543,594,620,585,629,680,543,594,620,585,629,680,,
영주시,N,449,469,571,544,550,629,449,469,571,544,550,629,122179,98681
영주시,P,1984,2071,2151,1831,1822,1820,1984,2071,2151,1831,1822,1820,189028,161796
영주시,Q,3481,3995,4284,4025,4078,4059,3481,3995,4284,4025,4078,4059,153025,118718
영주시,R,383,462,583,311,442,460,383,462,583,311,442,460,67331,50570
영주시,S,1216,1194,1218,999,936,1103,1216,1194,1218,999,936,1103,,
영천시,A,275,315,299,392,410,327,275,315,299,392,410,327,359943,311674
영천시,B,35,31,43,14,14,14,35,31,43,14,14,14,2182,1761
영천시,C,17217,17226,17249,15386,15270,16174,17217,17226,17249,15386,15270,16174,1837590,1218494
영천시,D,54,62,62,61,62,62,54,62,62,61,62,62,21412,6596
영천시,E,297,370,342,378,464,491,297,370,342,378,464,491,,
영천시,F,1890,1863,2043,2270,4891,3453,1890,1863,2043,2270,4891,3453,154300,145945
영천시,G,3065,3010,3160,2810,2918,3210,3065,3010,3160,2810,2918,3210,142883,129042
영천시,H,689,695,803,644,662,690,689,695,803,644,662,690,82075,46758
영천시,I,1717,1852,2121,1524,1480,1579,1717,1852,2121,1524,1480,1579,67772,62906
영천시,J,83,87,75,84,107,85,83,87,75,84,107,85,39470,21564
영천시,K,895,854,824,777,804,841,895,854,824,777,804,841,92230,83836
영천시,L,498,427,367,371,528,458,498,427,367,371,528,458,84464,49571
영천시,M,526,601,585,557,711,643,526,601,585,557,711,643,,
영천시,N,746,809,980,963,1297,1117,746,809,980,963,1297,1117,218589,198557
영천시,P,975,920,1113,1021,965,1029,975,920,1113,1021,965,1029,165305,141853
영천시,Q,3769,3915,4094,4231,4859,5394,3769,3915,4094,4231,4859,5394,150391,126084
영천시,R,635,568,607,395,495,578,635,568,607,395,495,578,123636,93263
영천시,S,803,824,943,777,965,724,803,824,943,777,965,724,,
상주시,A,208,230,197,225,294,360,208,230,197,225,294,360,587614,507384
상주시,B,48,54,37,39,51,60,48,54,37,39,51,60,4585,3700
상주시,C,4039,4298,4383,4363,4140,4519,4039,4298,4383,4363,4140,4519,310739,206049
상주시,D,61,51,52,52,58,54,61,51,52,52,58,54,10900,3358
상주시,E,121,132,135,148,157,177,121,132,135,148,157,177,,
상주시,F,3438,3618,3503,3108,2975,3342,3438,3618,3503,3108,2975,3342,247906,234493
상주시,G,2573,2474,2687,2095,2369,2660,2573,2474,2687,2095,2369,2660,125838,113667
상주시,H,864,787,919,853,755,739,864,787,919,853,755,739,55738,31782
상주시,I,1489,1582,1688,1272,1238,1387,1489,1582,1688,1272,1238,1387,45647,41516
상주시,J,126,118,115,123,96,100,126,118,115,123,96,100,31695,16224
상주시,K,1092,952,936,885,866,852,1092,952,936,885,866,852,104133,94578
상주시,L,280,289,276,256,280,266,280,289,276,256,280,266,94260,56052
상주시,M,601,619,692,657,702,750,601,619,692,657,702,750,,
상주시,N,538,347,385,332,320,413,538,347,385,332,320,413,127542,112160
상주시,P,909,977,995,833,864,898,909,977,995,833,864,898,184901,159288
상주시,Q,3425,3571,4030,4569,6059,6327,3425,3571,4030,4569,6059,6327,186927,142080
상주시,R,521,531,528,422,469,489,521,531,528,422,469,489,72003,54303
상주시,S,906,979,1031,908,800,874,906,979,1031,908,800,874,,
문경시,A,130,162,158,158,160,175,130,162,158,158,160,175,319166,264344
문경시,B,55,57,61,62,68,66,55,57,61,62,68,66,8895,7418
문경시,C,2808,2964,3075,3202,3174,3196,2808,2964,3075,3202,3174,3196,316745,210032
문경시,D,39,43,42,45,48,46,39,43,42,45,48,46,8209,2529
문경시,E,148,135,151,142,179,195,148,135,151,142,179,195,,
문경시,F,1644,1733,1791,1348,1532,1582,1644,1733,1791,1348,1532,1582,113718,107558
문경시,G,2023,1852,2111,1834,1905,1893,2023,1852,2111,1834,1905,1893,73830,66705
문경시,H,462,406,493,601,619,385,462,406,493,601,619,385,29245,16351
문경시,I,1455,1529,1951,1223,1175,1372,1455,1529,1951,1223,1175,1372,45631,39900
문경시,J,63,71,68,62,51,58,63,71,68,62,51,58,21289,10428
문경시,K,749,803,797,723,746,701,749,803,797,723,746,701,63262,57135
문경시,L,136,129,130,126,128,144,136,129,130,126,128,144,57856,34635
문경시,M,262,253,295,284,346,328,262,253,295,284,346,328,,
문경시,N,248,272,408,190,258,402,248,272,408,190,258,402,47522,43926
문경시,P,744,726,786,656,644,605,744,726,786,656,644,605,153325,132110
문경시,Q,4021,4083,4718,4788,4849,5029,4021,4083,4718,4788,4849,5029,137098,112691
문경시,R,309,293,299,216,222,285,309,293,299,216,222,285,69275,50914
문경시,S,644,647,750,569,595,627,644,647,750,569,595,627,,
경산시,A,156,118,121,143,187,206,156,118,121,143,187,206,211765,181428
경산시,B,101,104,106,106,117,95,101,104,106,106,117,95,13978,11470
경산시,C,35137,35063,36324,32584,32397,33346,35137,35063,36324,32584,32397,33346,2850717,1890292
경산시,D,365,371,267,239,247,258,365,371,267,239,247,258,195695,51685
경산시,E,458,493,539,500,538,574,458,493,539,500,538,574,,
경산시,F,4520,5250,4929,4502,4893,4873,4520,5250,4929,4502,4893,4873,576827,545883
경산시,G,8394,8646,9304,7533,8484,8834,8394,8646,9304,7533,8484,8834,330940,298967
경산시,H,3043,3126,3431,2739,2892,2916,3043,3126,3431,2739,2892,2916,207773,120133
경산시,I,6519,7021,7267,4998,5879,6597,6519,7021,7267,4998,5879,6597,164151,153682
경산시,J,412,539,578,600,833,790,412,539,578,600,833,790,162979,100122
경산시,K,1514,1551,1605,1511,1458,1474,1514,1551,1605,1511,1458,1474,271130,244396
경산시,L,1355,1514,1486,1233,1654,1706,1355,1514,1486,1233,1654,1706,618198,358625
경산시,M,2325,2729,2890,3034,3649,3743,2325,2729,2890,3034,3649,3743,,
경산시,N,1454,1125,1554,1368,1130,1295,1454,1125,1554,1368,1130,1295,558705,506016
경산시,P,11813,10477,10864,10896,10396,10742,11813,10477,10864,10896,10396,10742,642951,547775
경산시,Q,7920,8350,8906,9224,10098,11169,7920,8350,8906,9224,10098,11169,329218,274980
경산시,R,1492,1544,1344,970,1046,1161,1492,1544,1344,970,1046,1161,263512,191930
경산시,S,2482,2276,2364,1971,2020,2228,2482,2276,2364,1971,2020,2228,,
군위군,A,63,76,54,92,102,69,63,76,54,92,102,69,176401,153334
군위군,B,43,43,50,38,8,3,43,43,50,38,8,3,10370,8367
군위군,C,2018,1925,1886,1759,1723,1729,2018,1925,1886,1759,1723,1729,176623,117118
군위군,D,34,42,38,31,1,30,34,42,38,31,1,30,4547,1401
군위군,E,79,83,66,68,57,72,79,83,66,68,57,72,,
군위군,F,1052,869,834,1297,1023,999,1052,869,834,1297,1023,999,82840,78258
군위군,G,536,557,590,555,587,560,536,557,590,555,587,560,34892,31517
군위군,H,166,161,219,164,198,97,166,161,219,164,198,97,19612,10458
군위군,I,482,419,487,318,323,387,482,419,487,318,323,387,16442,15241
군위군,J,34,28,24,23,33,28,34,28,24,23,33,28,8527,4601
군위군,K,219,172,169,197,237,210,219,172,169,197,237,210,18684,17226
군위군,L,45,36,24,43,48,25,45,36,24,43,48,25,75643,54555
군위군,M,63,61,60,47,131,121,63,61,60,47,131,121,,
군위군,N,48,47,33,28,26,33,48,47,33,28,26,33,20600,18913
군위군,P,49,62,50,44,43,55,49,62,50,44,43,55,32680,28313
군위군,Q,621,611,685,752,729,2603,621,611,685,752,729,2603,47549,40187
군위군,R,260,155,194,163,270,308,260,155,194,163,270,308,51904,37136
군위군,S,271,275,260,263,271,223,271,275,260,263,271,223,,
의성군,A,239,228,281,304,286,381,239,228,281,304,286,381,425373,373214
의성군,B,5,7,4,4,10,8,5,7,4,4,10,8,429,347
의성군,C,1608,1635,1660,1484,1395,1518,1608,1635,1660,1484,1395,1518,146935,97431
의성군,D,59,70,68,71,61,55,59,70,68,71,61,55,6141,1892
의성군,E,115,130,174,144,132,131,115,130,174,144,132,131,,
의성군,F,1402,1268,1576,1481,1881,1727,1402,1268,1576,1481,1881,1727,103140,97550
의성군,G,1030,1140,1317,1850,1024,1057,1030,1140,1317,1850,1024,1057,54139,48895
의성군,H,194,241,264,253,287,179,194,241,264,253,287,179,21704,13154
의성군,I,502,455,683,436,396,391,502,455,683,436,396,391,16700,15330
의성군,J,71,79,62,57,68,72,71,79,62,57,68,72,21950,12979
의성군,K,522,467,474,475,394,397,522,467,474,475,394,397,31058,28263
의성군,L,71,74,77,64,53,50,71,74,77,64,53,50,25060,14220
의성군,M,219,201,221,257,179,217,219,201,221,257,179,217,,
의성군,N,136,121,205,96,94,122,136,121,205,96,94,122,33459,29792
의성군,P,128,115,126,109,100,118,128,115,126,109,100,118,74454,64678
의성군,Q,1907,1878,2055,2397,2173,2387,1907,1878,2055,2397,2173,2387,73206,56018
의성군,R,89,301,132,331,369,250,89,301,132,331,369,250,71672,52282
의성군,S,514,529,561,534,434,467,514,529,561,534,434,467,,
청송군,A,214,246,381,231,240,253,214,246,381,231,240,253,188217,167026
청송군,B,28,35,28,47,42,32,28,35,28,47,42,32,6181,4987
청송군,C,257,303,359,311,296,327,257,303,359,311,296,327,18951,12566
청송군,D,89,90,90,99,93,94,89,90,90,99,93,94,2844,876
청송군,E,33,61,61,51,62,87,33,61,61,51,62,87,,
청송군,F,619,685,717,729,868,906,619,685,717,729,868,906,84508,79871
청송군,G,552,578,593,520,584,618,552,578,593,520,584,618,26567,23995
청송군,H,164,187,211,224,189,221,164,187,211,224,189,221,9474,4981
청송군,I,540,585,714,391,384,434,540,585,714,391,384,434,21627,18406
청송군,J,40,34,37,32,38,31,40,34,37,32,38,31,9449,5241
청송군,K,211,187,177,169,163,176,211,187,177,169,163,176,12465,11422
청송군,L,0,0,4,13,22,41,0,0,4,13,22,41,11010,6178
청송군,M,75,77,84,103,87,107,75,77,84,103,87,107,,
청송군,N,20,24,48,44,53,63,20,24,48,44,53,63,28729,27604
청송군,P,143,149,156,135,134,145,143,149,156,135,134,145,45207,39034
청송군,Q,2024,1993,2630,3028,3016,3437,2024,1993,2630,3028,3016,3437,52358,43613
청송군,R,107,114,118,109,134,127,107,114,118,109,134,127,29508,19011
청송군,S,224,265,260,245,269,248,224,265,260,245,269,248,,
영양군,A,77,90,64,96,72,134,77,90,64,96,72,134,117099,100438
영양군,B,1,2,1,1,1,1,1,2,1,1,1,1,58,47
영양군,C,297,243,277,215,286,242,297,243,277,215,286,242,16663,11049
영양군,D,44,37,27,24,29,61,44,37,27,24,29,61,1528,471
영양군,E,14,26,32,27,14,9,14,26,32,27,14,9,,
영양군,F,486,514,600,969,912,990,486,514,600,969,912,990,50176,47447
영양군,G,146,148,185,257,161,198,146,148,185,257,161,198,9489,8571
영양군,H,68,67,54,66,66,64,68,67,54,66,66,64,1917,1169
영양군,I,158,233,196,135,120,139,158,233,196,135,120,139,5411,4894
영양군,J,35,37,29,22,28,24,35,37,29,22,28,24,6527,3714
영양군,K,109,111,114,114,102,113,109,111,114,114,102,113,14093,12909
영양군,L,0,0,0,0,3,3,0,0,0,0,3,3,5375,2982
영양군,M,68,52,181,229,283,206,68,52,181,229,283,206,,
영양군,N,29,32,26,44,39,40,29,32,26,44,39,40,37507,33928
영양군,P,74,76,77,64,90,67,74,76,77,64,90,67,33884,29343
영양군,Q,363,352,450,560,611,603,363,352,450,560,611,603,13528,10106
영양군,R,49,40,46,40,9,27,49,40,46,40,9,27,4598,3443
영양군,S,146,130,118,104,86,92,146,130,118,104,86,92,,
영덕군,A,99,72,76,79,54,74,99,72,76,79,54,74,128094,111177
영덕군,B,60,47,40,32,32,29,60,47,40,32,32,29,11863,9579
영덕군,C,1012,983,1029,982,866,877,1012,983,1029,982,866,877,44309,29381
